book_id,goodreads_title,isbn_lookup,openlibrary_found,openlibrary_id,openlibrary_url,openlibrary_title,publish_date,page_count,publishers,primary_publisher,subjects,primary_subject,subject_count,cover_url
600,"Torment (Fallen, #2)",0385739141,True,OL24376743M,http://openlibrary.org/books/OL24376743M/Torment_(Fallen_2),Torment (Fallen #2),2010,,Delacorte Press,Delacorte Press,Reincarnation; Angels; Love; Supernatural; Fiction; Horror stories; Interpersonal relations; High schools,Reincarnation,17,https://covers.openlibrary.org/b/id/6624713-L.jpg
601,The Tale of Peter Rabbit,0723247706,True,OL7865628M,http://openlibrary.org/books/OL7865628M/The_Tale_of_Peter_Rabbit_(The_World_of_Beatrix_Potter),The Tale of Peter Rabbit (The World of Beatrix Potter),"September 16, 2002",80.0,Warne,Warne,"Rabbits; Fiction; Juvenile fiction; Specimens; Toy and movable books; Children's stories, English; Miniature books; Italian language materials",Rabbits,26,https://covers.openlibrary.org/b/id/10675289-L.jpg
607,"City of Heavenly Fire (The Mortal Instruments, #6)",9781481426312,True,OL27509144M,http://openlibrary.org/books/OL27509144M/The_Struggles_of_Johnny_Cannon,The Struggles of Johnny Cannon,"Oct 13, 2015",336.0,Simon & Schuster Books for Young Readers,Simon & Schuster Books for Young Readers,Organized crime; Families; Adventure and adventurers; Juvenile fiction; Family life; Fathers and sons; Adventure stories; Fiction,Organized crime,15,https://covers.openlibrary.org/b/id/8965891-L.jpg
608,Love You Forever,0920668372,True,OL15459663M,http://openlibrary.org/books/OL15459663M/Love_you_forever,Love you forever,1987,,Firefly Books,Firefly Books,Juvenile fiction; Children's Books/Baby-Preschool; Fiction; Parent and child; Love; Aging; Picture books for children; Mothers,Juvenile fiction,28,https://covers.openlibrary.org/b/id/6533447-L.jpg
620,"The Mists of Avalon (Avalon, #1)",9780345350512,False,,,,,,,,,,0,
624,"All Together Dead (Sookie Stackhouse, #7)",0441014941,True,OL24813018M,http://openlibrary.org/books/OL24813018M/All_together_dead,All together dead,2007,323.0,Ace Books,Ace Books,"Mystery; Detective and mystery stories; Vampires; Fiction; Fantasy; nyt:mass-market-paperback=2008-10-05; New York Times bestseller; Fiction, fantasy, contemporary",Mystery,17,
626,The Polar Express,0395389496,True,OL24362575M,http://openlibrary.org/books/OL24362575M/The_Polar_Express,The Polar Express,1985,32.0,Houghton Mifflin Company; Houghton Mifflin,Houghton Mifflin Company,San Nicolás; nochebuena; Christmas Eve; Santa Claus; Navidad; Spanish language books; Juvenile fiction; Fiction,San Nicolás,49,https://covers.openlibrary.org/b/id/12049259-L.jpg
631,"Dead as a Doornail (Sookie Stackhouse, #5)",0441013333,True,OL24928985M,http://openlibrary.org/books/OL24928985M/Dead_as_a_doornail,Dead as a doornail,2006,310.0,Ace Books,Ace Books,Detective and mystery stories; Vampires; Fiction; were-panther; Metamorphosis; Occult fiction; Brothers and sisters; Large type books,Detective and mystery stories,28,https://covers.openlibrary.org/b/id/6872621-L.jpg
636,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",0316134112,True,OL25242289M,http://openlibrary.org/books/OL25242289M/The_twilight_saga,The twilight saga,2011,139.0,"Little, Brown and Co.","Little, Brown and Co.","Breaking dawn, part 1 (Motion picture); Pictorial works; Motion pictures, juvenile literature; Motion pictures; Twilight saga; nyt:paperback-advice=2012-01-01; New York Times bestseller","Breaking dawn, part 1 (Motion picture)",7,
643,"Chosen (House of Night, #3)",0312360304,True,OL25651833M,http://openlibrary.org/books/OL25651833M/Chosen,Chosen,March 4th 2008,307.0,St. Martin's Griffin,St. Martin's Griffin,"Zoey Redbird (Fictitious character); Vampires; Fiction; Children's fiction; Vampires, fiction; Fantasy fiction; Occultism, fiction; Paranormal fiction",Zoey Redbird (Fictitious character),14,https://covers.openlibrary.org/b/id/7322417-L.jpg
652,"Definitely Dead (Sookie Stackhouse, #6)",0441014917,True,OL7524389M,http://openlibrary.org/books/OL7524389M/Definitely_Dead_(Southern_Vampire_Mysteries_Book_6),"Definitely Dead (Southern Vampire Mysteries, Book 6)","March 27, 2007",352.0,Ace,Ace,sookie stackhouse; love; Vampires; American Mystery & Suspense Fiction; Fiction; Fiction - Fantasy; Mystery/Suspense; Waitresses,sookie stackhouse,34,https://covers.openlibrary.org/b/id/284415-L.jpg
679,Madeline,0590133373,True,OL7884893M,http://openlibrary.org/books/OL7884893M/Madeline_(Picture_Books),Madeline (Picture Books),"January 19, 1996",48.0,Scholastic Hippo,Scholastic Hippo,Juvenile fiction; Sick; appendicitis; boarding schools; hospitals; surgery; Children's stories; Toy and movable books,Juvenile fiction,45,https://covers.openlibrary.org/b/id/382958-L.jpg
684,"The House of Hades (The Heroes of Olympus, #4)",1423146727,True,OL42352536M,http://openlibrary.org/books/OL42352536M/The_House_of_Hades,The House of Hades,2013,,Disney - Hyperion Books,Disney - Hyperion Books,Serie:The_Heroes_of_Olympus; Juvenile fiction; Roman Mythology; Greek Mythology; Quests (Expeditions); Fiction; Camps; Fantasy & Magic,Serie:The_Heroes_of_Olympus,33,https://covers.openlibrary.org/b/id/14601510-L.jpg
750,"Obsidian (Lux, #1)",1620610078,True,OL27219454M,http://openlibrary.org/books/OL27219454M/Obsidian,Obsidian,2012,335.0,"Entangled Publishing, LLC","Entangled Publishing, LLC","Extraterrestrial beings; Mothers and daughters; Juvenile fiction; Teenage girls; Fiction; Children's fiction; Science fiction; Extraterrestrial beings, fiction",Extraterrestrial beings,8,https://covers.openlibrary.org/b/id/13133752-L.jpg
752,"Crown of Midnight (Throne of Glass, #2)",1619630621,True,OL25434819M,http://openlibrary.org/books/OL25434819M/Crown_of_Midnight,Crown of Midnight,2013,420.0,Bloomsbury,Bloomsbury,"Kings and rulers; Assassins; Love; Courts and courtiers; Juvenile fiction; Fiction; Fantasy; Kings, queens, rulers",Kings and rulers,16,https://covers.openlibrary.org/b/id/13313685-L.jpg
756,"The Iron King (The Iron Fey, #1)",0373210086,True,OL24127407M,http://openlibrary.org/books/OL24127407M/Iron_King,Iron King,,,,,"Fiction; Young Adult; Young Adult Fiction; Children's fiction; Princesses, fiction; Love, fiction; Princes, fiction; Adventure and adventurers, fiction",Fiction,21,https://covers.openlibrary.org/b/id/6308415-L.jpg
774,"Cress (The Lunar Chronicles, #3)",0312642970,True,OL26882857M,http://openlibrary.org/books/OL26882857M/Cress,Cress,2014,552.0,Feiwel and Friends,Feiwel and Friends,"Serie:The_Lunar_Chronicles; Teenage girls; Extraterrestrial beings; Juvenile fiction; Fiction; Cyborgs; Science fiction; Kings, queens, rulers",Serie:The_Lunar_Chronicles,20,https://covers.openlibrary.org/b/id/14637887-L.jpg
842,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",1619634449,True,OL27099073M,http://openlibrary.org/books/OL27099073M/A_Court_of_Thorns_and_Roses,A Court of Thorns and Roses,"May 05, 2015",432.0,Bloomsbury,Bloomsbury,Fantasy; Love; Blessing and cursing; Fairies; Children's audiobooks; Fiction; Juvenile fiction; Love stories,Fantasy,36,https://covers.openlibrary.org/b/id/15103057-L.jpg
